panel_id,interviews_observed,n_interviews_observed,n_interview_records,first_interview_month_index,last_interview_month_index,has_complete_interviews_1_4,interviews_exactly_three_months_apart,n_distinct_expected_reference_months,n_distinct_mtbi_reference_months,has_complete_12_month_mtbi_panel
0392577,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392580,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392582,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392583,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392585,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392587,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392589,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392590,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392592,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392593,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392595,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392596,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392597,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392600,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392614,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392616,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392619,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392620,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392621,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392624,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392625,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392628,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392629,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392633,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392634,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392635,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392638,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392639,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392644,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392645,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392646,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392651,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392653,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392654,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392661,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392662,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392664,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392665,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392667,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392670,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392678,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392680,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392682,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392684,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392686,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392687,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392692,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392693,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392696,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392697,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392698,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392699,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392700,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392701,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392704,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392705,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392706,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392710,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392714,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392715,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392716,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392718,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392720,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392723,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392724,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392725,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392730,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392731,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392733,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392735,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392737,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392739,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392742,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392744,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392746,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392747,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392749,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392750,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392753,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392755,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392756,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392758,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392759,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392761,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392763,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392764,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392765,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392768,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392769,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392780,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392781,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392782,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392790,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392791,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392792,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392795,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392797,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392798,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392799,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392805,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392806,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392807,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392811,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392814,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392818,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392820,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392824,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392828,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392829,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392833,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392841,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392842,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392844,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392846,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392848,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392849,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392850,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392851,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392852,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392853,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392854,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392857,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392862,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392864,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392866,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392870,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392873,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392875,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392876,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392877,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392882,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392887,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392888,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392890,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392893,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392896,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392897,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392898,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392899,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392900,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392902,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392913,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392914,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392915,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392916,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392917,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392918,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392924,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392927,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392928,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392930,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392931,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392932,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392936,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392939,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392942,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392943,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392945,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392946,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392951,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392952,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392953,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392954,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392956,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392962,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392967,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392968,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392972,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392974,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392981,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392982,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392985,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392987,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392990,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392992,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0392993,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393002,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393003,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393004,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393005,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393008,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393011,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393012,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393013,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393015,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393017,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393022,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393023,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393024,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393026,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393027,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393029,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393030,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393031,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393034,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393035,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393036,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393039,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393041,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393042,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393043,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393047,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393048,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393051,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393054,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393056,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393057,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393059,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393065,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393070,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393072,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393073,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393081,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393082,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393083,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393085,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393086,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393087,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393090,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393091,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393093,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393094,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393095,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393101,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393103,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393105,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393106,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393108,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393109,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393111,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393112,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393113,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393115,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393118,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393123,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393125,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393128,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393129,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393132,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393135,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393138,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393144,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393146,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393149,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393152,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393155,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393160,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393162,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393165,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393167,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393170,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393171,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393172,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393174,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393175,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393178,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393179,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393181,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393186,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393187,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393188,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393189,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393190,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393192,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393198,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393203,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393207,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393210,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393214,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393216,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393220,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393221,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393223,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393224,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393229,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393231,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393232,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393234,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393237,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393240,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393242,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393244,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393247,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393249,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393251,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393253,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393254,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393255,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393257,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393258,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393259,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393266,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393267,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393268,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393270,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393271,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393272,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393273,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393275,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393276,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393277,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393278,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393279,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393281,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393283,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393286,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393288,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393290,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393291,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393292,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393293,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393296,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393299,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393300,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393301,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393303,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393305,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393312,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393316,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393319,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393323,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393328,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393332,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393333,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393336,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393341,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393342,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393346,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393347,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393348,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393352,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0393354,4,1,1,24231,24231,FALSE,TRUE,3,3,FALSE
0394401,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394403,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394406,4,1,1,24232,24232,FALSE,TRUE,3,3,FALSE
0394410,4,1,1,24232,24232,FALSE,TRUE,3,3,FALSE
0394411,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394413,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394414,3,1,1,24229,24229,FALSE,TRUE,3,3,FALSE
0394416,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394418,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394419,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394420,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394421,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394422,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394424,3,1,1,24229,24229,FALSE,TRUE,3,3,FALSE
0394427,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394431,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394433,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394437,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394440,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394441,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394442,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394445,3,1,1,24229,24229,FALSE,TRUE,3,3,FALSE
0394447,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394448,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394449,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394450,3,1,1,24229,24229,FALSE,TRUE,3,3,FALSE
0394452,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394453,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394454,4,1,1,24232,24232,FALSE,TRUE,3,3,FALSE
0394455,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394457,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394459,3,1,1,24229,24229,FALSE,TRUE,3,3,FALSE
0394460,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394462,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394463,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394467,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394469,4,1,1,24232,24232,FALSE,TRUE,3,3,FALSE
0394471,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394474,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394476,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394481,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394482,4,1,1,24232,24232,FALSE,TRUE,3,3,FALSE
0394483,3,1,1,24229,24229,FALSE,TRUE,3,3,FALSE
0394484,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394486,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394489,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394490,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394494,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394495,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394496,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394498,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394500,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394501,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394506,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394508,4,1,1,24232,24232,FALSE,TRUE,3,3,FALSE
0394509,4,1,1,24232,24232,FALSE,TRUE,3,3,FALSE
0394510,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394520,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394522,3,1,1,24229,24229,FALSE,TRUE,3,3,FALSE
0394526,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394527,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394528,34,2,2,24229,24232,FALSE,TRUE,6,6,FALSE
0394529,3,1,1,24229,24229,FALSE,TRUE,3,3,FALSE
0394532,4,1,1,24232,24232,FALSE,TRUE,3,3,FALSE
