QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,VEHICYB,VEHICYB_,VEHICYR,VEHICYR_,VEHBSNZ,VEHBSNZ_,VEHNEWU,VEHNEWU_,VEHGFTC,VEHGFTC_,VEHPURMO,VEHP_RMO,VEHPURYR,VEHP_RYR,VFINSTAT,VFIN_TAT,TRADEX,TRADEX_,NETPURX,NETPURX_,DNPAYMTX,DNPA_MTX,PRINCIPX,PRIN_IPX,VEHQPMT,VEHQPMT_,PMT1MO,PMT1MO_,PMT1YR,PMT1YR_,PAYMENTX,PAYM_NTX,QINTRSTZ,QINT_STZ,QLOANM1Q,QLOA_M1Q,QBALNM1X,QBAL_M1X,QVINTM1X,QVIN_M1X,QVPRIM1X,QVPR_M1X,QLOANM2Q,QLOA_M2Q,QBALNM2X,QBAL_M2X,QVINTM2X,QVIN_M2X,QVPRIM2X,QVPR_M2X,QLOANM3Q,QLOA_M3Q,QBALNM3X,QBAL_M3X,QVINTM3X,QVIN_M3X,QVPRIM3X,QVPR_M3X,QTRADEX,QTRADEX_,QREIMBRZ,QREI_BRZ,QADITR1X,QADI_R1X,QADITR2X,QADI_R2X,QADITR3X,QADI_R3X,QDNPYMTX,QDNP_MTX,VEHEQTLN,VEHE_TLN,VEHICIB,VEHICIB_,MAKE,MAKE_,OVBPURCH,VFINANCE,FUELTYPE,FUEL_YPE,VPURINDV,VPUR_NDV,VINTRATE,VINT_ATE
20182,03765033,8,0,5,110,D,15,D,,A,1,D,1,D,07,D,1995,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,JEE,D,,1,1,D,2,D,,A
20182,03765073,18,0,5,110,D,27,D,,A,2,D,1,D,06,D,2013,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,FOR,D,,2,1,D,2,D,,A
20182,03765083,15,0,5,110,D,23,D,,A,2,D,1,D,,C,2014,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,CHE,D,,2,1,D,1,D,,A
20182,03765113,18,0,5,110,D,37,D,,A,1,D,1,D,,C,2017,D,2,D,18000,D,20000,D,,C,20000,D,60,D,11,D,2017,D,367,D,.0385,D,3,D,19393,D,62,D,305,D,4,D,19089,D,61,D,306,D,5,D,18783,D,60,D,307,D,20000,D,,A,62,D,61,D,60,D,,C,2,D,01,D,JEE,D,,1,1,D,2,D,.0290,D
20182,03765143,32,0,5,100,D,03,D,,A,2,D,1,D,06,D,1998,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,MRB,D,,2,1,D,1,D,,A
20182,03765143,33,0,5,100,D,14,D,,A,2,D,1,D,06,D,2002,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,MRB,D,,2,1,D,1,D,,A
20182,03765143,34,0,5,110,D,21,D,,A,2,D,1,D,07,D,2003,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,HON,D,,2,1,D,2,D,,A
20182,03765163,14,0,5,110,D,36,D,,A,1,D,1,D,05,D,2016,D,2,D,,A,28145,D,3000,D,27000,D,60,D,06,D,2016,D,490,D,.0340,D,20,D,18940,D,54,D,436,D,21,D,18504,D,52,D,438,D,22,D,18066,D,51,D,439,D,28145,D,,A,54,D,52,D,51,D,3000,D,2,D,01,D,DOD,D,,1,1,D,2,D,,C
20182,03765193,21,0,5,110,D,20,D,,A,1,D,1,D,04,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,CHE,D,,2,1,D,2,D,,A
20182,03765193,22,0,5,110,D,21,D,,A,1,D,1,D,04,D,2001,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,CHE,D,,1,1,D,2,D,,A
20182,03765193,23,0,5,110,D,31,D,,A,1,D,1,D,11,D,2011,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,CHE,D,,1,1,D,2,D,,A
20182,03765193,24,0,5,150,D,,A,,A,2,D,1,D,04,D,,C,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,,2,,A,1,D,,A
20182,03765193,25,0,5,160,D,,A,,A,1,D,1,D,04,D,1994,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,,2,,A,2,D,,A
20182,03765223,19,0,5,100,D,33,D,,A,1,D,1,D,01,D,2013,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,HON,D,,1,1,D,2,D,,A
20182,03765223,20,0,5,110,D,37,D,,A,1,D,1,D,05,D,2017,D,2,D,,A,27000,D,3500,D,33941,D,72,D,06,D,2017,D,511,D,.0270,D,8,D,30878,D,69,D,442,D,9,D,30436,D,68,D,443,D,10,D,29994,D,67,D,444,D,27000,D,,A,69,D,68,D,67,D,3500,D,2,D,02,D,HON,D,,1,1,D,2,D,.0439,D
20182,03765233,22,0,5,110,D,33,D,,A,2,D,1,D,,C,2016,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,TOY,D,,2,1,D,2,D,,A
20182,03765233,23,0,5,100,D,16,D,,A,2,D,1,D,,C,2010,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,VOV,D,,2,1,D,2,D,,A
20182,03765253,51,0,5,100,D,33,D,,A,1,D,1,D,10,D,2012,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,01,D,DOD,D,,1,1,D,2,D,,C
20182,03765253,52,0,5,130,D,,A,,A,1,D,1,D,06,D,2013,D,2,D,,A,13500,D,2000,D,11000,D,84,D,07,D,2015,D,155,D,.0490,D,31,D,7494,D,31,D,124,D,32,D,7370,D,30,D,125,D,33,D,7245,D,30,D,125,D,13500,D,,A,31,D,30,D,30,D,2000,D,2,D,02,D,,A,2,1,,A,2,D,,C
20182,03765253,53,0,5,200,D,,A,,A,1,D,1,D,11,D,2014,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,,A,2,1,,A,2,D,,A
20182,03765253,54,0,5,100,D,22,D,,A,2,D,1,D,12,D,2017,D,,A,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,500,D,,A,,A,,A,,A,,A,,A,04,D,BUI,D,,2,1,D,1,D,,A
20182,03765263,25,0,5,100,D,26,D,,A,1,D,1,D,09,D,2006,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,SUB,D,,1,1,D,2,D,,A
20182,03765263,26,0,5,110,D,17,D,,A,1,D,1,D,08,D,1997,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,DOD,D,,2,1,D,2,D,,A
20182,03765263,27,0,5,110,D,05,D,,A,2,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,ISU,D,,,2,D,,A,,A
20182,03765263,28,0,5,150,D,,A,,A,2,D,1,D,07,D,2014,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,,2,,A,1,D,,A
20182,03765273,7,0,5,150,D,,A,,A,1,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,,A,,,,A,2,D,,A
20182,03765293,17,0,5,100,D,34,D,,A,1,D,1,D,08,D,2014,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,CHE,D,,2,1,D,2,D,,A
20182,03765293,18,0,5,110,D,25,D,,A,1,D,1,D,11,D,2004,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,CHE,D,,2,1,D,2,D,,A
20182,03765293,19,0,5,130,D,,A,,A,2,D,1,D,04,D,2012,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,,A,,2,,A,1,D,,A
20182,03765333,18,0,1,110,D,17,D,,A,2,D,1,D,06,D,2008,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,CHR,D,,2,1,D,2,D,,A
20182,03765343,11,0,5,100,D,23,D,,A,2,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,CHE,D,,,1,D,,A,,A
20182,03765343,12,0,5,100,D,22,D,,A,2,D,1,D,04,D,2016,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,CHE,D,,1,1,D,2,D,,A
20182,03765373,22,0,5,110,D,31,D,,A,2,D,1,D,05,D,2015,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,TOY,D,,2,1,D,1,D,,A
20182,03765373,23,0,5,110,D,30,D,,A,2,D,1,D,05,D,2012,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,JEE,D,,2,1,D,2,D,,A
20182,03765373,24,0,5,110,D,20,D,,A,2,D,1,D,06,D,2002,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,DOD,D,,2,1,D,2,D,,A
20182,03765373,25,0,5,180,D,,A,,A,2,D,1,D,09,D,2014,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,,2,,A,1,D,,A
20182,03765373,26,0,5,200,D,,A,,A,2,D,1,D,12,D,2007,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,,2,,A,1,D,,A
20182,03765403,22,0,5,100,D,21,D,,A,2,D,1,D,04,D,2016,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,HON,D,,2,1,D,1,D,,A
20182,03765403,23,0,5,110,D,21,D,,A,2,D,1,D,05,D,2012,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,FOR,D,,2,1,D,1,D,,A
20182,03765403,24,0,5,110,D,17,D,,A,2,D,1,D,03,D,2013,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,CHE,D,,2,1,D,1,D,,A
20182,03765403,25,0,5,150,D,,A,,A,2,D,1,D,05,D,2015,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,,2,,A,1,D,,A
20182,03765423,11,0,5,110,D,34,D,,A,1,D,1,D,06,D,2014,D,2,D,,A,29084,D,6000,D,23084,D,72,D,07,D,2014,D,365,D,.0435,D,43,D,10347,D,38,D,327,D,44,D,10019,D,36,D,329,D,45,D,9690,D,35,D,330,D,29084,D,,A,38,D,36,D,35,D,6000,D,2,D,01,D,TOY,D,,1,1,D,2,D,.0000,D
20182,03765443,8,0,5,110,D,13,D,,A,1,D,1,D,,C,,C,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,GMC,D,,2,1,D,2,D,,A
20182,03765453,14,0,5,100,D,28,D,,A,2,D,1,D,12,D,2016,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,TOY,D,,1,3,D,1,D,,A
20182,03765453,15,0,5,100,D,18,D,,A,2,D,1,D,01,D,2014,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,TOY,D,,2,1,D,1,D,,A
20182,03765453,16,0,1,150,D,,A,,A,2,D,1,D,01,D,2018,D,,A,,A,2600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2600,D,,A,,A,,A,,A,,A,,A,03,D,,A,,2,,A,1,D,,A
20182,03765483,57,0,5,110,D,22,D,,A,2,D,1,D,,C,2014,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,HYU,D,,1,1,D,2,D,,A
20182,03765543,52,0,5,100,D,29,D,,A,1,D,1,D,06,D,2009,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,TOY,D,,1,1,D,2,D,,A
20182,03765563,12,0,5,110,D,32,D,,A,2,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,ACU,D,,,1,D,,A,,A
20182,03765573,28,0,5,110,D,34,D,,A,1,D,1,D,02,D,2014,D,2,D,,A,19000,D,0,D,19000,D,60,D,03,D,2014,D,350,D,.0400,D,47,D,4774,D,16,D,334,D,48,D,4440,D,15,D,335,D,49,D,4105,D,14,D,336,D,19000,D,,A,16,D,15,D,14,D,0,D,2,D,01,D,MAZ,D,,1,1,D,2,D,.0090,D
20182,03765573,29,0,5,100,D,37,D,,A,1,D,1,D,06,D,2017,D,2,D,,A,29000,D,0,D,29000,D,60,D,07,D,2017,D,512,D,.0230,D,7,D,26248,D,50,D,462,D,8,D,25787,D,49,D,463,D,9,D,25324,D,49,D,463,D,29000,D,,A,50,D,49,D,49,D,0,D,2,D,02,D,CHR,D,,1,1,D,2,D,.0490,D
20182,03765573,30,0,5,180,D,,A,,A,1,D,1,D,,C,2007,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,,A,,2,,A,2,D,,A
20182,03765573,31,0,5,170,D,,A,,A,1,D,1,D,,C,2005,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,,2,,A,2,D,,A
20182,03765613,27,0,5,100,D,23,D,,A,2,D,1,D,07,D,2009,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,HON,D,,2,1,D,1,D,,A
20182,03765623,20,0,5,100,D,28,D,,A,1,D,1,D,05,D,2007,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,HON,D,,1,1,D,2,D,,A
20182,03765623,21,0,5,110,D,32,D,,A,1,D,1,D,07,D,2011,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,TOY,D,,1,1,D,2,D,,A
20182,03765623,22,0,5,100,D,28,D,,A,2,D,1,D,09,D,2015,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,KIA,D,,2,1,D,1,D,,A
20182,03765633,25,0,5,100,D,34,D,,A,1,D,1,D,,C,2014,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,LEX,D,,2,1,D,2,D,,A
20182,03765633,26,0,5,100,D,31,D,,A,1,D,1,D,,C,2011,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,LEX,D,,2,1,D,2,D,,A
20182,03765633,27,0,5,100,D,27,D,,A,1,D,1,D,,C,2007,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,LEX,D,,2,1,D,2,D,,A
20182,03765663,39,0,5,100,D,29,D,,A,1,D,1,D,02,D,2010,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,PON,D,,1,1,D,2,D,,A
20182,03765663,40,0,5,110,D,34,D,,A,1,D,1,D,03,D,2014,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,DOD,D,,1,1,D,2,D,,A
20182,03765663,41,0,5,120,D,,A,,A,1,D,1,D,08,D,2002,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,,A,,1,,A,2,D,,A
20182,03765673,45,0,5,100,D,01,D,,A,2,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,XXX,T,,,1,D,,A,,A
20182,03765673,46,0,5,110,D,01,D,,A,2,D,1,D,07,D,1990,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,XXX,T,,2,1,D,1,D,,A
20182,03765673,47,0,5,110,D,01,D,,A,2,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,XXX,T,,,1,D,,A,,A
20182,03765673,48,0,5,100,D,25,D,,A,2,D,1,D,,C,2012,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,XXX,T,,1,1,D,2,D,,A
20182,03765673,49,0,5,110,D,24,D,,A,2,D,1,D,06,D,2014,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,XXX,T,,2,1,D,1,D,,A
20182,03765673,50,0,5,130,D,,A,,A,2,D,1,D,05,D,,C,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,,2,,A,1,D,,A
20182,03765673,51,0,5,200,D,,A,,A,2,D,1,D,08,D,2017,D,,A,,A,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1000,D,,A,,A,,A,,A,,A,,A,07,D,,A,,2,,A,1,D,,A
20182,03765673,52,0,5,150,D,,A,,A,2,D,1,D,,C,,C,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,08,D,,A,,2,,A,1,D,,A
20182,03765673,53,0,5,150,D,,A,,A,2,D,1,D,,C,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,09,D,,A,,2,,A,1,D,,A
20182,03765703,21,0,5,110,D,31,D,,A,2,D,1,D,12,D,2010,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,CHE,D,,1,1,D,2,D,,A
20182,03765703,22,0,5,100,D,32,D,,A,2,D,1,D,04,D,2012,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,CHE,D,,1,1,D,2,D,,A
20182,03765713,7,0,5,100,D,24,D,,A,2,D,1,D,07,D,2007,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,SUZ,D,,2,1,D,1,D,,A
20182,03765723,16,0,5,110,D,15,D,,A,2,D,1,D,,C,2013,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,FOR,D,,2,1,D,1,D,,A
20182,03765723,17,0,5,110,D,28,D,,A,2,D,1,D,09,D,2016,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,DOD,D,,2,1,D,1,D,,A
20182,03765723,18,0,5,100,D,29,D,,A,2,D,1,D,05,D,2016,D,2,D,,A,7000,D,500,D,9603,D,60,D,05,D,2016,D,180,D,.0470,D,21,D,6647,D,26,D,154,D,22,D,6493,D,25,D,155,D,23,D,6338,D,25,D,155,D,7000,D,,A,26,D,25,D,25,D,500,D,2,D,03,D,TOY,D,,1,1,D,2,D,.0670,D
20182,03765733,31,0,5,100,D,25,D,,A,2,D,1,D,08,D,2011,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,MAZ,D,,2,1,D,1,D,,A
20182,03765733,32,0,5,110,D,22,D,,A,1,D,1,D,04,D,2002,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,NIS,D,,1,1,D,2,D,,A
20182,03765733,33,0,5,150,D,,A,,A,1,D,1,D,04,D,2014,D,2,D,,A,24000,D,2500,D,21500,D,60,D,05,D,2014,D,447,D,.0910,D,45,D,6735,D,51,D,396,D,46,D,6339,D,48,D,399,D,47,D,5940,D,45,D,402,D,24000,D,,A,51,D,48,D,45,D,2500,D,2,D,03,D,,A,,1,,A,2,D,.0565,D
20182,03765733,34,0,5,180,D,,A,,A,1,D,1,D,09,D,2016,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,2,2,,A,2,D,,A
20182,03765743,15,0,1,110,D,21,D,,A,2,D,1,D,03,D,2016,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,FOR,D,,1,1,D,1,D,,A
20182,03765783,19,0,5,110,D,35,D,,A,2,D,1,D,03,D,2017,D,2,D,2000,D,18000,D,0,D,18000,D,60,D,03,D,2017,D,329,D,.0370,D,11,D,15227,D,47,D,282,D,12,D,14945,D,46,D,283,D,13,D,14662,D,45,D,284,D,18000,D,,A,47,D,46,D,45,D,0,D,2,D,01,D,NIS,D,,1,1,D,2,D,.0300,D
20182,03765813,36,0,5,110,D,21,D,,A,2,D,1,D,06,D,2010,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,GMC,D,,2,1,D,1,D,,A
